                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.82743,                0.68945,                 0.8846,                0.96908,                      1,                0.99375,                0.79645,                0.79055,                0.54395,                0.92317,             0.00034674,             0.00034674,             0.00034674
                    162,                0.84947,                0.71828,                 0.9602,                0.96908,                      1,                0.99375,                0.79645,                0.79055,                0.54395,                0.92317,             0.00033848,             0.00033848,             0.00033848
                    163,                0.84319,                0.71987,                0.91768,                0.96908,                      1,                0.99375,                0.79645,                0.79055,                0.54395,                0.92317,             0.00033023,             0.00033023,             0.00033023
                    164,                0.85901,                0.70373,                 0.9096,                0.97083,                      1,                 0.9925,                0.79203,                0.79001,                0.54578,                0.92737,             0.00032198,             0.00032198,             0.00032198
                    165,                0.84229,                0.68966,                0.92084,                0.97083,                      1,                 0.9925,                0.79203,                0.79001,                0.54578,                0.92737,             0.00031373,             0.00031373,             0.00031373
                    166,                0.82577,                0.68572,                 0.9124,                0.97083,                      1,                 0.9925,                0.79203,                0.79001,                0.54578,                0.92737,             0.00030548,             0.00030548,             0.00030548
                    167,                0.81724,                0.62474,                0.86529,                0.97137,                      1,                0.99179,                0.78173,                0.81875,                0.54413,                0.94209,             0.00029723,             0.00029723,             0.00029723
                    168,                0.83411,                0.68756,                0.91093,                0.97137,                      1,                0.99179,                0.78173,                0.81875,                0.54413,                0.94209,             0.00028897,             0.00028897,             0.00028897
                    169,                0.77855,                0.64283,                0.89539,                0.97199,                      1,                0.99304,                0.76867,                0.83701,                0.55675,                0.95212,             0.00028072,             0.00028072,             0.00028072
                    170,                0.83207,                0.66728,                0.90198,                0.97199,                      1,                0.99304,                0.76867,                0.83701,                0.55675,                0.95212,             0.00027247,             0.00027247,             0.00027247
                    171,                0.79203,                0.63942,                0.87872,                0.97199,                      1,                0.99304,                0.76867,                0.83701,                0.55675,                0.95212,             0.00026422,             0.00026422,             0.00026422
                    172,                0.85345,                 0.6894,                0.94622,                0.97266,                      1,                0.99304,                0.76503,                0.85652,                0.54914,                0.96129,             0.00025597,             0.00025597,             0.00025597
                    173,                0.80621,                0.71841,                0.90157,                0.97266,                      1,                0.99304,                0.76503,                0.85652,                0.54914,                0.96129,             0.00024772,             0.00024772,             0.00024772
                    174,                0.77351,                0.62881,                0.86876,                0.97266,                      1,                0.99304,                0.76503,                0.85652,                0.54914,                0.96129,             0.00023946,             0.00023946,             0.00023946
                    175,                0.82055,                0.66074,                 0.9078,                0.96968,                      1,                0.99304,                0.76332,                0.86443,                0.54097,                 0.9675,             0.00023121,             0.00023121,             0.00023121
                    176,                0.83153,                0.68701,                0.90068,                0.96968,                      1,                0.99304,                0.76332,                0.86443,                0.54097,                 0.9675,             0.00022296,             0.00022296,             0.00022296
                    177,                0.83744,                0.66759,                0.92968,                0.97035,                      1,                0.99375,                0.76597,                 0.8643,                0.53798,                0.96672,             0.00021471,             0.00021471,             0.00021471
                    178,                0.79274,                0.63626,                0.91625,                0.97035,                      1,                0.99375,                0.76597,                 0.8643,                0.53798,                0.96672,             0.00020646,             0.00020646,             0.00020646
                    179,                0.87005,                0.75463,                0.91632,                0.97035,                      1,                0.99375,                0.76597,                 0.8643,                0.53798,                0.96672,             0.00019821,             0.00019821,             0.00019821
                    180,                 0.8458,                0.68766,                0.89814,                0.97424,                      1,                0.99446,                0.76275,                0.84766,                0.53543,                0.95912,             0.00018995,             0.00018995,             0.00018995
                    181,                0.84111,                0.67375,                0.92712,                0.97424,                      1,                0.99446,                0.76275,                0.84766,                0.53543,                0.95912,              0.0001817,              0.0001817,              0.0001817
                    182,                0.78304,                0.62917,                0.88813,                0.97424,                      1,                0.99446,                0.76275,                0.84766,                0.53543,                0.95912,             0.00017345,             0.00017345,             0.00017345
                    183,                0.74409,                 0.6602,                0.89751,                0.97429,                      1,                0.99446,                0.76662,                0.83651,                0.52805,                 0.9515,              0.0001652,              0.0001652,              0.0001652
                    184,                0.83946,                0.66047,                  0.927,                0.97429,                      1,                0.99446,                0.76662,                0.83651,                0.52805,                 0.9515,             0.00015695,             0.00015695,             0.00015695
                    185,                0.75206,                0.63431,                0.89373,                0.97492,                      1,                0.99446,                0.76601,                0.82997,                0.52395,                0.94381,              0.0001487,              0.0001487,              0.0001487
                    186,                0.78013,                0.62595,                0.90129,                0.97492,                      1,                0.99446,                0.76601,                0.82997,                0.52395,                0.94381,             0.00014044,             0.00014044,             0.00014044
                    187,                0.78449,                0.62335,                0.88337,                0.97492,                      1,                0.99446,                0.76601,                0.82997,                0.52395,                0.94381,             0.00013219,             0.00013219,             0.00013219
                    188,                0.82823,                0.71063,                0.91938,                0.97509,                0.99651,                0.99446,                0.77083,                0.81986,                0.52508,                 0.9357,             0.00012394,             0.00012394,             0.00012394
                    189,                0.74843,                0.64509,                0.90915,                0.97509,                0.99651,                0.99446,                0.77083,                0.81986,                0.52508,                 0.9357,             0.00011569,             0.00011569,             0.00011569
                    190,                0.78376,                0.65114,                 0.9144,                0.97509,                0.99651,                0.99446,                0.77083,                0.81986,                0.52508,                 0.9357,             0.00010744,             0.00010744,             0.00010744
                    191,                0.76114,                0.89759,                0.91271,                 0.9745,                0.99258,                0.99446,                0.78144,                0.80504,                0.52727,                0.92821,             9.9187e-05,             9.9187e-05,             9.9187e-05
